6.06
5.98
6.33
6.58
6.38
6.86
7.05
7.14
7.36
7.75
7.48
8.17
8.76
8.89
9.05
8.42
8.91
9.16
8.95
8.84
9.20
9.16
9.48
9.42
9.64
8.99
9.46
9.46
9.17
10.42
10.72
10.06
10.15
9.96
9.86
10.77
10.63
10.63
11.16
11.05
10.96
11.66
