FrameNum,timeInfo,signal-ap23,signal-ap12,signal-ap34,signal-ap00,signal-ap31,signal-ap22,signal-ap16,signal-ap35,signal-ap14,signal-ap41,signal-ap29,signal-ap02,signal-ap25,signal-ap08,signal-ap17,signal-ap24,signal-ap32,signal-ap07,signal-ap05,signal-ap06,signal-ap11,signal-ap27,signal-ap18,signal-ap39,signal-ap13,signal-ap04,signal-ap30,signal-ap21,signal-ap01,signal-ap38,signal-ap26,signal-ap37,signal-ap36,signal-ap03,signal-ap15,signal-ap33,signal-ap40,signal-ap20,signal-ap28,signal-ap19,signal-ap09,signal-ap10,appsum-ap23,avgbkg-ap23,stdbkg-ap23,nmaskpx-ap23,maxpx-ap23,xcentroid-ap23,ycentroid-ap23,appsum-ap12,avgbkg-ap12,stdbkg-ap12,nmaskpx-ap12,maxpx-ap12,xcentroid-ap12,ycentroid-ap12,appsum-ap34,avgbkg-ap34,stdbkg-ap34,nmaskpx-ap34,maxpx-ap34,xcentroid-ap34,ycentroid-ap34,appsum-ap00,avgbkg-ap00,stdbkg-ap00,nmaskpx-ap00,maxpx-ap00,xcentroid-ap00,ycentroid-ap00,appsum-ap31,avgbkg-ap31,stdbkg-ap31,nmaskpx-ap31,maxpx-ap31,xcentroid-ap31,ycentroid-ap31,appsum-ap22,avgbkg-ap22,stdbkg-ap22,nmaskpx-ap22,maxpx-ap22,xcentroid-ap22,ycentroid-ap22,appsum-ap16,avgbkg-ap16,stdbkg-ap16,nmaskpx-ap16,maxpx-ap16,xcentroid-ap16,ycentroid-ap16,appsum-ap35,avgbkg-ap35,stdbkg-ap35,nmaskpx-ap35,maxpx-ap35,xcentroid-ap35,ycentroid-ap35,appsum-ap14,avgbkg-ap14,stdbkg-ap14,nmaskpx-ap14,maxpx-ap14,xcentroid-ap14,ycentroid-ap14,appsum-ap41,avgbkg-ap41,stdbkg-ap41,nmaskpx-ap41,maxpx-ap41,xcentroid-ap41,ycentroid-ap41,appsum-ap29,avgbkg-ap29,stdbkg-ap29,nmaskpx-ap29,maxpx-ap29,xcentroid-ap29,ycentroid-ap29,appsum-ap02,avgbkg-ap02,stdbkg-ap02,nmaskpx-ap02,maxpx-ap02,xcentroid-ap02,ycentroid-ap02,appsum-ap25,avgbkg-ap25,stdbkg-ap25,nmaskpx-ap25,maxpx-ap25,xcentroid-ap25,ycentroid-ap25,appsum-ap08,avgbkg-ap08,stdbkg-ap08,nmaskpx-ap08,maxpx-ap08,xcentroid-ap08,ycentroid-ap08,appsum-ap17,avgbkg-ap17,stdbkg-ap17,nmaskpx-ap17,maxpx-ap17,xcentroid-ap17,ycentroid-ap17,appsum-ap24,avgbkg-ap24,stdbkg-ap24,nmaskpx-ap24,maxpx-ap24,xcentroid-ap24,ycentroid-ap24,appsum-ap32,avgbkg-ap32,stdbkg-ap32,nmaskpx-ap32,maxpx-ap32,xcentroid-ap32,ycentroid-ap32,appsum-ap07,avgbkg-ap07,stdbkg-ap07,nmaskpx-ap07,maxpx-ap07,xcentroid-ap07,ycentroid-ap07,appsum-ap05,avgbkg-ap05,stdbkg-ap05,nmaskpx-ap05,maxpx-ap05,xcentroid-ap05,ycentroid-ap05,appsum-ap06,avgbkg-ap06,stdbkg-ap06,nmaskpx-ap06,maxpx-ap06,xcentroid-ap06,ycentroid-ap06,appsum-ap11,avgbkg-ap11,stdbkg-ap11,nmaskpx-ap11,maxpx-ap11,xcentroid-ap11,ycentroid-ap11,appsum-ap27,avgbkg-ap27,stdbkg-ap27,nmaskpx-ap27,maxpx-ap27,xcentroid-ap27,ycentroid-ap27,appsum-ap18,avgbkg-ap18,stdbkg-ap18,nmaskpx-ap18,maxpx-ap18,xcentroid-ap18,ycentroid-ap18,appsum-ap39,avgbkg-ap39,stdbkg-ap39,nmaskpx-ap39,maxpx-ap39,xcentroid-ap39,ycentroid-ap39,appsum-ap13,avgbkg-ap13,stdbkg-ap13,nmaskpx-ap13,maxpx-ap13,xcentroid-ap13,ycentroid-ap13,appsum-ap04,avgbkg-ap04,stdbkg-ap04,nmaskpx-ap04,maxpx-ap04,xcentroid-ap04,ycentroid-ap04,appsum-ap30,avgbkg-ap30,stdbkg-ap30,nmaskpx-ap30,maxpx-ap30,xcentroid-ap30,ycentroid-ap30,appsum-ap21,avgbkg-ap21,stdbkg-ap21,nmaskpx-ap21,maxpx-ap21,xcentroid-ap21,ycentroid-ap21,appsum-ap01,avgbkg-ap01,stdbkg-ap01,nmaskpx-ap01,maxpx-ap01,xcentroid-ap01,ycentroid-ap01,appsum-ap38,avgbkg-ap38,stdbkg-ap38,nmaskpx-ap38,maxpx-ap38,xcentroid-ap38,ycentroid-ap38,appsum-ap26,avgbkg-ap26,stdbkg-ap26,nmaskpx-ap26,maxpx-ap26,xcentroid-ap26,ycentroid-ap26,appsum-ap37,avgbkg-ap37,stdbkg-ap37,nmaskpx-ap37,maxpx-ap37,xcentroid-ap37,ycentroid-ap37,appsum-ap36,avgbkg-ap36,stdbkg-ap36,nmaskpx-ap36,maxpx-ap36,xcentroid-ap36,ycentroid-ap36,appsum-ap03,avgbkg-ap03,stdbkg-ap03,nmaskpx-ap03,maxpx-ap03,xcentroid-ap03,ycentroid-ap03,appsum-ap15,avgbkg-ap15,stdbkg-ap15,nmaskpx-ap15,maxpx-ap15,xcentroid-ap15,ycentroid-ap15,appsum-ap33,avgbkg-ap33,stdbkg-ap33,nmaskpx-ap33,maxpx-ap33,xcentroid-ap33,ycentroid-ap33,appsum-ap40,avgbkg-ap40,stdbkg-ap40,nmaskpx-ap40,maxpx-ap40,xcentroid-ap40,ycentroid-ap40,appsum-ap20,avgbkg-ap20,stdbkg-ap20,nmaskpx-ap20,maxpx-ap20,xcentroid-ap20,ycentroid-ap20,appsum-ap28,avgbkg-ap28,stdbkg-ap28,nmaskpx-ap28,maxpx-ap28,xcentroid-ap28,ycentroid-ap28,appsum-ap19,avgbkg-ap19,stdbkg-ap19,nmaskpx-ap19,maxpx-ap19,xcentroid-ap19,ycentroid-ap19,appsum-ap09,avgbkg-ap09,stdbkg-ap09,nmaskpx-ap09,maxpx-ap09,xcentroid-ap09,ycentroid-ap09,appsum-ap10,avgbkg-ap10,stdbkg-ap10,nmaskpx-ap10,maxpx-ap10,xcentroid-ap10,ycentroid-ap10
0.00,[19:29:09.6680326],8749399.00,11869894.00,9242415.00,9077509.00,7856277.00,5924410.00,5961073.00,5420253.00,5789227.00,3811400.00,4775869.00,3568286.00,2357507.00,1939313.00,1967631.00,2837816.00,2101618.00,1611584.00,1878016.00,2074387.00,1718127.00,1624225.00,1182436.00,1012831.00,1028019.00,1970426.00,891624.00,1321649.00,1007635.00,454275.00,397165.00,700258.00,586209.00,724991.00,836429.00,325068.00,386064.00,386375.00,282324.00,243443.00,414086.00,184615.00,11229716.00,12158.42,2577.68,204,65535,1108.83,848.89,15266415.00,12721.05,2902.88,267,65535,536.46,56.00,11923948.00,11971.13,2617.50,224,65005,938.97,664.32,11929309.00,12562.99,2870.21,227,65535,443.51,955.93,9935474.00,11813.62,2670.58,176,65497,1181.15,422.32,7625069.00,12147.56,2415.70,140,65535,1475.45,994.84,7654177.00,11363.11,2316.68,149,65535,1636.63,172.11,6902007.00,11311.10,2251.23,131,65094,914.73,617.54,7401492.00,11196.29,2305.45,144,65535,747.10,224.90,4858288.00,10905.08,2087.32,96,64903,973.72,333.68,6021776.00,11025.73,2232.74,113,65535,1459.64,470.17,5351866.00,11288.48,2047.58,158,65535,770.08,929.18,3035856.00,10767.44,2059.47,63,65535,1324.10,804.90,2475589.00,10515.21,2036.05,51,65535,164.43,784.31,2598460.00,10692.01,2140.35,59,65535,1885.42,291.14,3656317.00,11212.35,2153.61,73,65535,1277.36,950.36,2774129.00,10846.95,2006.88,62,65304,926.31,793.63,2085343.00,10767.25,2134.20,44,65535,216.00,858.23,2430622.00,10835.40,2048.55,51,65127,648.57,801.47,2665903.00,10754.84,2053.54,55,64866,695.85,763.22,2220479.00,10465.67,2043.69,48,65535,304.65,419.19,2103696.00,10654.91,2057.81,45,65535,1415.56,599.87,1663507.00,10690.47,2051.87,45,64960,1723.29,722.44,1343195.00,10656.92,1994.20,31,64220,920.26,413.39,1445449.00,11595.27,2077.49,36,60690,627.08,35.03,2642111.00,11011.23,2205.35,61,65535,701.59,833.75,1251681.00,10589.91,1972.16,34,63170,1478.79,345.09,2337187.00,10919.77,2100.15,93,60302,1839.95,886.58,1348679.00,11001.42,2021.31,31,65481,631.58,903.45,801261.00,10514.73,1943.57,33,37315,665.45,490.91,791946.00,10669.76,1907.94,37,32736,1404.68,662.00,1158634.00,10659.90,1925.47,43,49469,791.98,483.42,903159.00,10565.01,1862.02,30,49074,938.67,505.20,1012537.00,11059.45,2105.98,26,65535,701.50,856.00,1382597.00,11146.29,1992.14,49,48954,1060.94,71.31,719812.00,10668.74,1975.75,37,27947,935.86,714.05,754182.00,10517.66,1906.76,35,31955,933.57,348.06,784758.00,10767.11,2029.07,37,44331,1813.16,858.92,745409.00,10524.66,1899.78,44,24186,1325.57,599.32,687656.00,10576.50,1925.65,42,24483,1858.93,818.19,1071102.00,10428.82,1954.63,63,43938,247.22,767.03,787704.00,10221.85,1871.49,59,19765,111.29,564.98
1.00,[19:29:11.4901007],9389562.00,12519355.00,8096961.00,9702646.00,7627471.00,6875312.00,6843330.00,5721429.00,4720777.00,4172160.00,4618199.00,3911468.00,2035272.00,2076599.00,2001718.00,2679180.00,2143103.00,1867317.00,1912969.00,1839902.00,1454132.00,1555551.00,1166562.00,1120633.00,1049012.00,1966996.00,1237007.00,1624233.00,1137220.00,577804.00,293137.00,656790.00,563599.00,658513.00,790612.00,291193.00,308081.00,372183.00,249610.00,298585.00,428015.00,172957.00,12143809.00,12519.31,2928.03,220,65535,1108.34,847.87,16168442.00,12848.90,3264.48,284,65535,534.92,57.13,10474916.00,11772.05,2567.48,202,65005,938.28,663.46,12721612.00,12475.07,2806.86,242,65535,442.83,956.58,9661059.00,11687.28,2519.81,174,65497,1181.02,421.86,8809545.00,12088.96,2390.01,160,65535,1474.51,994.71,8780892.00,11464.86,2447.69,169,65535,1635.98,172.67,7285200.00,11331.67,2292.52,138,65094,913.84,616.71,6052855.00,11193.93,2251.87,119,65535,747.37,224.46,5322900.00,10959.43,2133.03,105,65460,972.62,332.90,5849977.00,10998.02,2212.67,112,65535,1459.19,469.94,5836836.00,11325.70,2125.42,170,65535,768.77,930.26,2623223.00,10690.01,2023.26,55,65535,1323.45,804.35,2613679.00,10530.97,2073.59,51,65535,163.39,782.82,2641830.00,10668.54,2093.19,60,65535,1883.93,291.98,3471388.00,11157.86,2103.95,71,65535,1276.46,950.80,2827431.00,10862.34,2024.53,63,65304,925.38,793.75,2426749.00,10758.31,2079.47,52,65535,215.62,858.62,2496910.00,10813.72,1996.33,54,65261,647.39,801.61,2390468.00,10795.40,2006.57,51,64673,694.45,762.71,1887396.00,10567.42,2014.23,41,65535,303.90,420.00,2024104.00,10648.94,2008.26,44,65535,1414.89,599.80,1646012.00,10654.45,2047.16,45,65535,1724.24,722.29,1491718.00,10602.44,2018.32,35,63603,919.57,413.23,1491140.00,11634.94,2129.50,38,64631,626.82,36.03,2632049.00,11084.21,2252.58,60,65535,699.40,834.25,1687305.00,10472.05,2068.08,43,65535,1478.81,344.77,2699124.00,10857.49,2084.90,99,64434,1838.93,886.43,1520401.00,10948.03,2009.03,35,65535,630.43,903.23,1021662.00,10568.05,1937.18,42,40598,664.21,491.69,569484.00,10628.73,1918.85,26,32793,1403.69,661.12,1076888.00,10502.44,1955.25,40,45650,790.95,482.93,870102.00,10569.07,1903.35,29,48815,937.31,505.45,932867.00,10974.15,2105.15,25,65535,699.04,856.60,1337805.00,11167.21,2015.34,49,50065,1060.00,72.00,621258.00,10647.26,1930.74,31,34380,935.58,713.55,657609.00,10591.77,1933.17,33,30436,932.70,347.06,768591.00,10713.72,2085.25,37,44331,1812.78,858.32,690938.00,10507.80,1931.66,42,24600,1324.74,599.24,790035.00,10683.70,1940.57,46,25721,1857.28,817.37,1187751.00,10407.34,1963.21,73,43938,246.55,766.95,708315.00,10295.34,1904.55,52,20704,111.46,566.33
2.00,[19:29:13.3086431],9478387.00,13512729.00,8354295.00,10239998.00,8033042.00,6806453.00,6874177.00,5631539.00,5720536.00,3708852.00,4964245.00,4297893.00,2406873.00,2113301.00,1988283.00,3027784.00,1991165.00,1704378.00,1570285.00,2178441.00,1339810.00,1486780.00,923601.00,1308851.00,957227.00,1814773.00,1416190.00,1488443.00,1021781.00,340098.00,359253.00,667513.00,354809.00,677261.00,893744.00,319719.00,448791.00,396457.00,242073.00,228827.00,277966.00,195882.00,12202409.00,12325.89,2768.85,221,65535,1108.39,847.89,17397264.00,12862.70,3169.87,302,65535,535.16,56.08,10751482.00,11693.60,2434.67,205,65027,937.32,662.46,13445601.00,12570.99,2926.01,255,65535,442.39,956.42,10186721.00,11833.40,2682.03,182,65497,1180.61,420.95,8748351.00,12136.86,2446.93,160,65535,1475.21,993.89,8814100.00,11478.84,2447.57,169,65535,1634.82,172.29,7200264.00,11367.57,2271.49,138,65094,912.93,615.96,7301348.00,11211.44,2388.22,141,65535,746.81,223.79,4725690.00,10933.75,2199.21,93,64824,972.68,333.05,6298235.00,11024.71,2213.37,121,65535,1458.64,468.83,6465105.00,11406.38,2156.06,190,65535,767.87,929.08,3129454.00,10784.79,2055.96,67,65535,1323.93,803.82,2697110.00,10614.71,2066.12,55,65535,163.56,783.33,2660772.00,10674.43,2118.08,63,65535,1884.05,291.60,3913921.00,11216.92,2074.33,79,65535,1277.09,950.25,2645241.00,10901.26,2022.57,60,64809,925.32,791.78,2217568.00,10691.46,2060.89,48,65535,215.15,857.75,2058387.00,10846.72,2032.48,45,65261,646.96,800.84,2803780.00,10781.70,1968.80,58,65234,693.50,762.14,1762620.00,10570.25,2039.20,40,65535,304.32,420.02,1923305.00,10646.94,2002.84,41,65535,1414.00,599.00,1319654.00,10704.13,2003.07,37,53934,1723.95,721.43,1734854.00,10650.09,1901.82,40,63560,918.08,412.95,1377493.00,11674.05,2148.53,36,60969,626.61,36.14,2447329.00,11097.47,2210.57,57,65535,699.14,833.89,1934997.00,10587.90,2013.74,49,65457,1477.73,344.29,2686020.00,10887.07,2117.19,110,57475,1838.51,886.79,1381788.00,10909.32,2005.06,33,65535,629.61,903.48,634092.00,10499.77,1929.22,28,31597,663.68,491.68,742252.00,10638.86,1989.97,36,28737,1403.47,661.42,1069442.00,10577.09,1984.81,38,49783,790.84,482.21,577210.00,10590.53,1822.80,21,37183,936.86,505.19,987164.00,11067.95,2151.82,28,65535,698.82,856.61,1544273.00,11216.02,2076.23,58,49629,1059.41,71.71,713841.00,10651.96,1960.08,37,27238,934.86,712.81,923462.00,10548.24,1933.48,45,32113,932.62,347.24,850654.00,10814.22,2137.24,42,44331,1811.79,858.12,663097.00,10525.59,1923.25,40,24155,1324.78,598.70,687411.00,10664.75,1977.58,43,23714,1858.12,816.67,855744.00,10505.05,1928.75,55,43938,245.65,766.93,743953.00,10340.96,1971.66,53,18854,111.26,566.36
3.00,[19:29:15.1236505],9840689.00,14739225.00,7838595.00,10272037.00,8772870.00,6987559.00,6451037.00,5712206.00,5490330.00,4212020.00,5475881.00,3854894.00,1954219.00,2013554.00,1698400.00,2682000.00,1896316.00,1612029.00,1986158.00,2085754.00,1380666.00,1251205.00,1290774.00,1048406.00,927087.00,1846643.00,1180690.00,1421122.00,1051974.00,488016.00,352757.00,662601.00,464268.00,753045.00,949014.00,269247.00,294399.00,311914.00,191699.00,260046.00,428034.00,151731.00,12711966.00,12429.77,2860.13,231,65535,1107.51,848.19,19144119.00,13148.94,3523.25,335,65535,534.95,55.76,10094069.00,11747.26,2484.31,192,65027,937.02,661.88,13448838.00,12507.09,2885.68,254,65535,441.84,956.11,11128504.00,11837.36,2631.23,199,65497,1179.04,421.27,8964439.00,12128.10,2335.33,163,65535,1473.95,994.19,8315482.00,11438.31,2407.87,163,65535,1634.79,171.07,7294387.00,11382.59,2258.24,139,65094,911.76,614.96,7078581.00,11344.65,2254.09,140,65535,746.01,223.06,5380124.00,11019.85,2157.41,106,65460,971.15,332.00,6927942.00,11084.43,2196.46,131,65535,1457.68,469.12,5870889.00,11325.81,2202.63,178,65535,767.61,928.91,2562704.00,10865.80,2081.85,56,65535,1323.25,804.16,2555076.00,10618.07,2067.02,51,65535,162.47,782.24,2285095.00,10667.18,2132.52,55,65535,1883.05,290.67,3477224.00,11200.34,2158.73,71,65535,1275.56,950.48,2537630.00,10869.73,2058.63,59,64809,923.76,791.90,2106406.00,10747.33,2118.37,46,65535,214.78,856.43,2594092.00,10855.97,2041.89,56,65535,646.29,800.50,2702772.00,10824.88,2078.46,57,65234,693.14,761.98,1814828.00,10589.32,2080.51,41,65535,303.76,419.00,1635446.00,10673.36,2002.06,36,65535,1413.78,599.67,1803012.00,10671.62,2045.33,48,64621,1722.25,722.00,1429751.00,10592.93,1971.14,36,57310,918.11,411.72,1335588.00,11671.46,2080.94,35,58528,626.14,35.31,2480827.00,11126.03,2237.78,57,65535,698.47,833.07,1647935.00,10619.22,1962.39,44,65137,1476.80,342.52,2604070.00,10852.73,2093.23,109,47495,1838.45,886.98,1460433.00,11039.43,2026.29,37,65083,628.76,902.76,871061.00,10640.13,1956.02,36,36838,663.17,490.50,700750.00,10545.25,1978.46,33,30492,1403.06,661.12,1085454.00,10571.32,1924.45,40,48375,789.62,482.50,761235.00,10605.95,1957.77,28,40959,935.50,505.21,1072023.00,10999.24,2121.39,29,65535,697.72,855.59,1600415.00,11231.06,2101.80,58,48061,1058.26,71.66,579513.00,10698.81,1933.02,29,30570,933.41,712.72,624936.00,10662.48,1962.50,31,30290,931.29,346.71,666171.00,10735.07,2048.75,33,44331,1811.42,859.06,592233.00,10540.37,1899.25,38,23360,1323.71,599.76,728443.00,10645.38,1991.62,44,25558,1856.89,817.59,1181659.00,10467.02,1929.81,72,43938,245.40,766.31,708334.00,10307.46,1902.46,54,20046,110.85,565.78
4.00,[19:29:16.9444945],9631293.00,12823782.00,8732432.00,10893104.00,7814093.00,7023968.00,6979092.00,5431340.00,6068706.00,4829137.00,6012505.00,4120003.00,2407766.00,2104144.00,1591150.00,2904146.00,2188623.00,1357404.00,1800424.00,2142530.00,1361179.00,1446718.00,1145402.00,935503.00,825029.00,2130699.00,891699.00,1565931.00,932252.00,431977.00,324767.00,657273.00,378610.00,617118.00,901706.00,295890.00,340313.00,312585.00,238322.00,249029.00,371290.00,171094.00,12395720.00,12341.19,2813.85,224,65535,1106.29,848.66,16566244.00,12949.70,3356.54,289,65535,533.92,56.33,11238437.00,11876.80,2595.21,211,65027,935.81,661.94,14230481.00,12452.90,2820.57,268,65535,440.15,956.44,9886821.00,11710.33,2557.02,177,65497,1177.58,423.44,9014013.00,12134.42,2462.78,164,65535,1472.63,994.04,8958316.00,11574.41,2458.01,171,65535,1634.05,173.30,6915465.00,11243.37,2235.74,132,65094,911.48,616.96,7805436.00,11277.47,2245.05,154,65535,745.12,224.62,6130866.00,11031.60,2226.14,118,65535,970.58,334.63,7650410.00,11142.21,2296.56,147,65535,1457.09,471.07,6131655.00,11301.42,2152.68,178,65535,766.06,930.16,3118756.00,10772.58,2060.27,66,65535,1322.39,804.42,2666405.00,10608.70,2101.91,53,65535,161.62,783.74,2166890.00,10661.85,2066.74,54,65535,1881.91,291.41,3761051.00,11128.63,2048.87,77,65535,1275.32,951.04,2953264.00,10923.45,2128.56,70,64775,922.43,791.84,1764773.00,10720.25,2142.04,38,65535,213.66,857.39,2381862.00,10767.37,1959.16,54,65261,645.17,800.37,2768959.00,10800.49,2037.78,58,65234,691.62,762.31,1794614.00,10571.59,2036.53,41,65535,301.95,419.95,1918972.00,10733.04,2012.91,44,65485,1412.52,600.20,1617904.00,10738.68,2116.08,44,63938,1720.20,723.34,1286495.00,10636.11,1961.71,33,62888,917.24,414.42,1198427.00,11668.67,2184.94,32,56343,625.28,36.19,2864196.00,11113.59,2280.56,66,65535,697.14,833.14,1275049.00,10648.62,2027.26,36,55414,1475.86,345.39,2650526.00,10845.95,2030.17,100,64243,1836.24,886.23,1294540.00,10978.44,2005.33,33,62747,627.79,903.21,801523.00,10558.45,1962.43,35,33885,662.11,491.11,654366.00,10632.22,1916.37,31,30233,1401.71,661.03,1079152.00,10546.96,1929.41,40,43928,788.75,483.25,642500.00,10555.61,1981.66,25,33063,935.20,504.88,915659.00,11057.09,2116.10,27,65535,696.59,856.26,1527518.00,11175.21,2074.10,56,48778,1057.70,72.73,661021.00,10739.16,1905.61,34,28337,931.88,712.38,678530.00,10569.28,1932.79,32,33332,930.50,348.50,666217.00,10716.11,2048.08,33,44331,1809.12,859.15,701794.00,10533.45,1920.37,44,23044,1322.59,599.30,762700.00,10701.49,2043.34,48,20507,1854.44,818.48,1179092.00,10490.94,2021.51,77,43938,245.14,766.39,679188.00,10369.27,1929.59,49,22621,108.57,565.65
5.00,[19:29:18.7662296],9586729.00,12773156.00,8619740.00,10673231.00,8595990.00,6462756.00,7147614.00,5783718.00,5511555.00,4307807.00,5636798.00,4649303.00,2227081.00,2056906.00,1783402.00,2826402.00,1974691.00,1547182.00,2030215.00,2049994.00,1535428.00,1585048.00,975289.00,957017.00,1109547.00,2114925.00,826097.00,1340176.00,1076789.00,373227.00,341709.00,765426.00,589445.00,565690.00,760657.00,269424.00,376298.00,347687.00,226658.00,259763.00,363592.00,156413.00,12388067.00,12562.05,2861.71,223,65535,1103.39,849.58,16433359.00,12709.04,3057.02,288,65535,531.41,55.76,11098915.00,11805.60,2498.00,210,65005,932.59,663.43,13997240.00,12590.94,2820.54,264,65535,437.28,957.42,10859831.00,11669.28,2527.19,194,65461,1175.60,423.61,8315757.00,12111.12,2398.15,153,65535,1470.18,994.48,9179613.00,11480.22,2492.57,177,65535,1631.31,172.77,7398649.00,11372.75,2174.96,142,64999,907.71,616.99,7099455.00,11342.15,2338.05,140,65535,742.06,225.44,5479346.00,10948.96,2154.17,107,65535,967.32,334.77,7139018.00,11127.55,2303.83,135,65535,1454.07,470.80,6927240.00,11333.02,2170.06,201,65535,763.18,930.84,2936867.00,10754.33,2079.63,66,65148,1319.06,803.97,2629262.00,10599.19,2116.01,54,65535,158.20,784.63,2369816.00,10662.07,2051.09,55,65535,1878.53,291.38,3670569.00,11255.56,2110.64,75,65535,1272.25,950.81,2658452.00,10853.35,2080.17,63,64586,919.56,792.97,2019830.00,10741.99,2088.68,44,65535,210.68,857.84,2670945.00,10859.83,2045.20,59,65524,642.90,801.24,2645095.00,10820.01,2032.59,55,64831,689.56,763.33,2000497.00,10569.74,2018.04,44,65535,299.52,420.91,2057288.00,10732.72,2028.43,44,65326,1409.95,600.07,1381629.00,10693.17,2052.19,38,58077,1718.00,723.50,1319732.00,10668.09,2013.09,34,63443,913.38,413.85,1576687.00,11678.50,2134.82,40,61690,622.20,36.08,2861229.00,11138.86,2352.74,67,65535,695.43,833.76,1200167.00,10687.70,2021.29,35,54362,1472.77,344.43,2401072.00,10937.07,2055.14,97,63072,1834.77,885.97,1503561.00,10942.87,2062.50,39,62452,625.13,904.87,679707.00,10568.28,1945.49,29,35037,658.69,491.90,682014.00,10634.53,1940.33,32,31394,1399.59,662.22,1232612.00,10617.86,1924.12,44,47372,786.36,482.05,937488.00,10546.75,1881.28,33,44672,931.21,505.45,830823.00,11047.20,2171.03,24,65506,695.00,856.71,1322217.00,11231.21,2009.09,50,45024,1055.42,72.38,580042.00,10710.96,1884.67,29,27164,929.28,713.41,735724.00,10571.35,1868.95,34,31904,927.62,349.03,726148.00,10813.17,2030.15,35,44331,1807.03,858.83,606295.00,10545.47,1894.83,36,26893,1319.33,599.22,758575.00,10613.02,2038.31,47,25431,1852.40,817.70,1098307.00,10495.92,1957.20,70,43938,241.94,767.91,718449.00,10408.07,1945.38,54,18988,106.89,565.06
6.00,[19:29:20.5806838],10328391.00,12935011.00,8834869.00,10626661.00,8828458.00,6448320.00,7682953.00,5927469.00,5716538.00,4527118.00,5629312.00,3710120.00,2201094.00,2070280.00,1666755.00,2649454.00,2010909.00,1471689.00,1839010.00,1919668.00,1536298.00,1332934.00,979502.00,1124644.00,1022322.00,2031982.00,1187172.00,1503300.00,691104.00,365863.00,338612.00,866245.00,395706.00,695398.00,1101849.00,347672.00,326900.00,301562.00,243596.00,297723.00,367523.00,209560.00,13300845.00,12489.30,2816.18,238,65535,1103.19,849.00,16609026.00,12625.48,2911.23,291,65535,530.05,55.78,11339641.00,11759.49,2545.64,213,65005,932.19,663.77,13930918.00,12516.13,2737.79,264,65535,437.90,956.44,11134526.00,11825.99,2697.40,195,65461,1175.19,423.85,8291313.00,12045.71,2329.43,153,65535,1470.07,993.63,9861898.00,11590.13,2467.00,188,65535,1631.58,172.67,7535661.00,11325.30,2216.61,142,64999,908.16,616.96,7338753.00,11265.38,2398.22,144,65535,741.49,225.74,5776728.00,10961.49,2116.47,114,65535,967.26,334.37,7146640.00,11156.83,2260.31,136,65535,1454.50,470.38,5615909.00,11276.86,2114.74,169,65535,762.50,931.36,2866825.00,10737.59,2040.22,62,65229,1319.56,804.87,2632038.00,10599.21,2076.93,53,65535,158.68,784.36,2253605.00,10670.01,2144.71,55,65535,1879.16,291.62,3456155.00,11204.18,2066.00,72,65535,1272.42,950.28,2688302.00,10925.70,2063.90,62,64144,919.68,793.42,1947884.00,10822.62,2156.81,44,65535,210.50,859.00,2413879.00,10846.58,1942.41,53,64776,642.96,801.42,2493406.00,10825.24,2084.85,53,64831,689.32,763.26,2021484.00,10547.52,2070.09,46,65535,299.00,420.09,1774589.00,10772.06,2059.16,41,63282,1409.85,599.73,1439216.00,10691.02,2075.08,43,53153,1718.56,722.93,1509939.00,10702.64,1998.65,36,63705,913.67,413.42,1468887.00,11751.71,2142.03,38,59548,620.79,35.89,2733267.00,11131.51,2216.47,63,65535,694.71,834.48,1649830.00,10514.96,2040.35,44,62667,1472.95,344.93,2672017.00,10922.59,2094.24,107,51186,1833.74,886.68,965781.00,10987.08,2029.65,25,53919,624.96,905.40,714893.00,10576.65,2022.01,33,29317,658.97,491.82,667984.00,10624.92,1977.13,31,31695,1399.32,660.94,1408090.00,10624.40,1962.42,51,53884,785.69,483.35,661199.00,10619.73,1924.01,25,38450,932.04,505.60,1017524.00,11107.80,2154.08,29,65535,694.28,857.41,1816693.00,11169.43,2060.57,64,55369,1054.88,72.03,764643.00,10691.56,1898.54,39,28337,929.08,713.90,665737.00,10588.66,1965.02,32,34605,927.34,348.53,661159.00,10896.87,2088.00,33,44331,1806.82,858.18,721146.00,10612.23,1950.01,45,23322,1319.42,599.07,868522.00,10769.80,1969.24,53,24720,1851.38,816.72,1087179.00,10429.80,1975.33,69,43938,240.71,768.54,931952.00,10319.88,1889.76,70,20492,106.34,566.97
